id,country,region_name,region_code,car_manufacturer,car_model,base_price,tax_rate,tax_amount,total_price,fuel_type,transmission,manufacturing_year,tag,status
CAR-02961,USA,North America,R3,Chevrolet,Silverado,28189.29,0.1799,5071.25,33260.54,Diesel,Manual,2025,Commercial|Economy,Active
CAR-02962,Mexico,North America,R3,Mastretta,MXT,24710.39,0.1722,4255.13,28965.52,Hybrid,Automatic,2026,Electric-Vehicle|Sedan,Discontinued
CAR-02963,South Africa,Africa,R5,Birkin,S3,33669.68,0.1417,4770.99,38440.67,Hybrid,Automatic,2023,Luxury|Premium,Discontinued
CAR-02964,India,Asia,R1,Maruti Suzuki,Brezza,16658.06,0.2373,3952.96,20611.02,Diesel,Manual,2025,Economy|Electric-Vehicle,Pending_Launch
CAR-02965,Argentina,South America,R4,Purasangre,Sprint,34513.05,0.0866,2988.83,37501.88,Petrol,Manual,2026,Premium|Economy,Discontinued
CAR-02966,India,Asia,R1,Mahindra,Thar,16769.15,0.1198,2008.94,18778.09,Electric,Automatic,2026,Commercial|Electric-Vehicle,Discontinued
CAR-02967,India,Asia,R1,Tata Motors,Nexon,34464.18,0.1849,6372.43,40836.61,Hybrid,Manual,2025,Commercial|Sedan,Discontinued
CAR-02968,India,Asia,R1,Mahindra,XUV700,20908.3,0.2611,5459.16,26367.46,Diesel,Manual,2025,Electric-Vehicle|Sedan,Pending_Launch
CAR-02969,Egypt,Africa,R5,EGA,7-Series Assy,23754.36,0.2756,6546.7,30301.06,Hybrid,Manual,2025,Premium|Economy,Active
CAR-02970,France,Europe,R2,Renault,Megane,17816.75,0.1147,2043.58,19860.33,Electric,Automatic,2024,Electric-Vehicle|Sedan,Active
CAR-02971,Brazil,South America,R4,Troller,T4,29278.9,0.2306,6751.71,36030.61,Electric,Automatic,2023,Luxury|Sedan|Electric-Vehicle,Active
CAR-02972,Australia,Oceania,R6,Holden,Commodore,15082.17,0.2163,3262.27,18344.44,Electric,Manual,2023,Commercial|Sedan|Electric-Vehicle,Discontinued
CAR-02973,France,Europe,R2,Renault,Clio,33246.06,0.1972,6556.12,39802.18,Electric,Automatic,2026,Sports|Electric-Vehicle,Pending_Launch
CAR-02974,South Africa,Africa,R5,Birkin,S3,36125.33,0.1847,6672.35,42797.68,Hybrid,Manual,2026,Luxury|Electric-Vehicle,Discontinued
CAR-02975,Canada,North America,R3,Campagna,T-Rex,37814.34,0.1621,6129.7,43944.04,Electric,Automatic,2025,Premium|Sedan|Electric-Vehicle,Active
CAR-02976,Argentina,South America,R4,Purasangre,Sprint,35010.54,0.233,8157.46,43168.0,Electric,Automatic,2024,Commercial|Electric-Vehicle,Pending_Launch
CAR-02977,New Zealand,Oceania,R6,Hulme,CanAm,22010.28,0.1319,2903.16,24913.44,Electric,Automatic,2023,SUV|Sports|Electric-Vehicle,Pending_Launch
CAR-02978,USA,North America,R3,Jeep,Wrangler,34451.89,0.2096,7221.12,41673.01,Diesel,Automatic,2025,SUV|Premium,Discontinued
CAR-02979,France,Europe,R2,Peugeot,5008,30849.35,0.2158,6657.29,37506.64,Hybrid,Automatic,2024,Luxury|Sports,Discontinued
CAR-02980,India,Asia,R1,Tata Motors,Altroz,32922.97,0.1499,4935.15,37858.12,Petrol,Automatic,2023,SUV|Electric-Vehicle,Pending_Launch
CAR-02981,United Kingdom,Europe,R2,Aston Martin,DBX,224374.69,0.1606,36034.58,260409.27,Diesel,Manual,2026,Sports|Premium,Discontinued
CAR-02982,Argentina,South America,R4,Purasangre,Sprint,30112.31,0.1353,4074.2,34186.51,Petrol,Automatic,2022,Economy,Discontinued
CAR-02983,Brazil,South America,R4,Troller,T4,17679.01,0.2422,4281.86,21960.87,Electric,Manual,2023,SUV|Premium|Electric-Vehicle,Pending_Launch
CAR-02984,South Africa,Africa,R5,Birkin,S3,34603.08,0.1704,5896.36,40499.44,Hybrid,Manual,2025,SUV|Economy,Discontinued
CAR-02985,USA,North America,R3,Jeep,Wrangler,29983.08,0.2796,8383.27,38366.35,Hybrid,Automatic,2025,Sports|Economy,Active
CAR-02986,United Kingdom,Europe,R2,Aston Martin,DBX,244907.41,0.1023,25054.03,269961.44,Diesel,Manual,2022,Sports|Commercial,Discontinued
CAR-02987,Japan,Asia,R1,Toyota,Camry,16655.02,0.1778,2961.26,19616.28,Petrol,Automatic,2024,Premium|Commercial,Pending_Launch
CAR-02988,China,Asia,R1,Geely,Boyue,37395.58,0.1325,4954.91,42350.49,Hybrid,Automatic,2023,Electric-Vehicle|Sedan,Pending_Launch
CAR-02989,Italy,Europe,R2,Fiat,Panda,14267.07,0.1303,1859.0,16126.07,Electric,Automatic,2025,SUV|Commercial|Electric-Vehicle,Pending_Launch
CAR-02990,New Zealand,Oceania,R6,Hulme,CanAm,12596.1,0.2417,3044.48,15640.58,Electric,Manual,2022,Economy|Sedan|Electric-Vehicle,Discontinued
CAR-02991,Argentina,South America,R4,Purasangre,Sprint,23250.54,0.1741,4047.92,27298.46,Hybrid,Manual,2022,Luxury|Sports,Pending_Launch
CAR-02992,France,Europe,R2,Peugeot,208,34959.2,0.1598,5586.48,40545.68,Petrol,Manual,2025,Economy|Electric-Vehicle,Discontinued
CAR-02993,USA,North America,R3,Tesla,Model S,92797.44,0.1005,9326.14,102123.58,Diesel,Manual,2022,Luxury|Sedan,Discontinued
CAR-02994,Mexico,North America,R3,Mastretta,MXT,27048.27,0.2317,6267.08,33315.35,Hybrid,Automatic,2024,Premium,Discontinued
CAR-02995,Japan,Asia,R1,Subaru,Outback,37106.07,0.1855,6883.18,43989.25,Electric,Automatic,2022,SUV|Electric-Vehicle,Active
CAR-02996,Italy,Europe,R2,Ferrari,Roma,318285.01,0.1503,47838.24,366123.25,Diesel,Automatic,2022,Luxury|SUV,Discontinued
CAR-02997,Canada,North America,R3,Campagna,T-Rex,24459.43,0.1828,4471.18,28930.61,Petrol,Manual,2023,Premium|Sedan,Pending_Launch
CAR-02998,Argentina,South America,R4,Purasangre,Sprint,31223.29,0.0965,3013.05,34236.34,Hybrid,Automatic,2024,Sports|Electric-Vehicle,Discontinued
CAR-02999,USA,North America,R3,Ford,Explorer,37909.4,0.1975,7487.11,45396.51,Petrol,Manual,2025,Luxury,Active
CAR-03000,Brazil,South America,R4,Troller,T4,33963.28,0.245,8321.0,42284.28,Diesel,Automatic,2024,Commercial|Electric-Vehicle,Active
CAR-03001,France,Europe,R2,Peugeot,5008,12981.87,0.1061,1377.38,14359.25,Hybrid,Automatic,2023,Premium|Economy,Pending_Launch
CAR-03002,Italy,Europe,R2,Ferrari,SF90,220524.84,0.2738,60379.7,280904.54,Diesel,Manual,2024,Sports|Sedan,Active
CAR-03003,USA,North America,R3,Ford,F-150,29748.05,0.1217,3620.34,33368.39,Diesel,Manual,2026,Premium|Commercial,Pending_Launch
CAR-03004,Brazil,South America,R4,Troller,T4,26519.08,0.2643,7008.99,33528.07,Petrol,Manual,2026,SUV|Economy,Pending_Launch
CAR-03005,Germany,Europe,R2,Volkswagen,Jetta,36265.29,0.1053,3818.74,40084.03,Petrol,Automatic,2022,Premium|Electric-Vehicle,Pending_Launch
CAR-03006,Italy,Europe,R2,Fiat,Panda,19730.36,0.1376,2714.9,22445.26,Hybrid,Manual,2026,Luxury|SUV,Discontinued
CAR-03007,Egypt,Africa,R5,EGA,7-Series Assy,19043.28,0.2233,4252.36,23295.64,Electric,Manual,2026,Premium|Electric-Vehicle,Active
CAR-03008,France,Europe,R2,Renault,Clio,34348.63,0.1176,4039.4,38388.03,Diesel,Automatic,2024,Luxury|Commercial,Pending_Launch
CAR-03009,China,Asia,R1,NIO,ET7,16801.31,0.1525,2562.2,19363.51,Hybrid,Automatic,2022,Commercial,Pending_Launch
CAR-03010,Mexico,North America,R3,Mastretta,MXT,18335.64,0.2674,4902.95,23238.59,Petrol,Automatic,2024,Sports|Commercial,Pending_Launch
CAR-03011,Canada,North America,R3,Campagna,T-Rex,22079.7,0.215,4747.14,26826.84,Electric,Manual,2026,Commercial|Electric-Vehicle,Pending_Launch
CAR-03012,Canada,North America,R3,Campagna,T-Rex,31164.45,0.1821,5675.05,36839.5,Diesel,Automatic,2023,SUV|Sports,Active
CAR-03013,Mexico,North America,R3,Mastretta,MXT,36252.19,0.1626,5894.61,42146.8,Electric,Automatic,2024,Commercial|Electric-Vehicle,Active
CAR-03014,Mexico,North America,R3,Mastretta,MXT,25202.53,0.2224,5605.04,30807.57,Diesel,Automatic,2025,SUV|Sedan,Discontinued
CAR-03015,Australia,Oceania,R6,Holden,Colorado,21674.7,0.2548,5522.71,27197.41,Electric,Automatic,2026,Luxury|Premium|Electric-Vehicle,Active
CAR-03016,Egypt,Africa,R5,EGA,7-Series Assy,31153.18,0.2424,7551.53,38704.71,Diesel,Automatic,2025,Electric-Vehicle,Active
CAR-03017,Japan,Asia,R1,Nissan,GT-R,35210.39,0.2,7042.08,42252.47,Electric,Automatic,2024,Sports|Electric-Vehicle,Discontinued
CAR-03018,China,Asia,R1,Geely,Boyue,15446.87,0.2155,3328.8,18775.67,Electric,Automatic,2024,Sports|Sedan|Electric-Vehicle,Active
CAR-03019,Brazil,South America,R4,Troller,T4,35442.58,0.266,9427.73,44870.31,Hybrid,Automatic,2025,Electric-Vehicle|Sedan,Active
CAR-03020,Canada,North America,R3,Campagna,T-Rex,35692.93,0.2771,9890.51,45583.44,Hybrid,Manual,2022,Sports|Sedan,Active
CAR-03021,Canada,North America,R3,Campagna,T-Rex,30029.2,0.1204,3615.52,33644.72,Petrol,Automatic,2022,Luxury|Sports,Active
CAR-03022,Mexico,North America,R3,Mastretta,MXT,20746.14,0.1281,2657.58,23403.72,Electric,Automatic,2025,SUV|Luxury|Electric-Vehicle,Discontinued
CAR-03023,France,Europe,R2,Peugeot,3008,37794.67,0.2713,10253.69,48048.36,Diesel,Manual,2025,SUV|Luxury,Pending_Launch
CAR-03024,South Africa,Africa,R5,Birkin,S3,26572.76,0.2365,6284.46,32857.22,Electric,Manual,2022,SUV|Commercial|Electric-Vehicle,Pending_Launch
CAR-03025,India,Asia,R1,Maruti Suzuki,Ertiga,31737.44,0.0902,2862.72,34600.16,Diesel,Manual,2025,SUV|Sedan,Discontinued
CAR-03026,Mexico,North America,R3,Mastretta,MXT,28269.43,0.1958,5535.15,33804.58,Diesel,Manual,2026,Sedan,Active
CAR-03027,Italy,Europe,R2,Fiat,Tipo,29679.23,0.0872,2588.03,32267.26,Electric,Manual,2026,Luxury|Premium|Electric-Vehicle,Discontinued
CAR-03028,United Kingdom,Europe,R2,Aston Martin,Vantage,168566.93,0.1539,25942.45,194509.38,Diesel,Manual,2022,Premium|Sedan,Active
CAR-03029,United Kingdom,Europe,R2,Aston Martin,DBX,296713.54,0.2215,65722.05,362435.59,Hybrid,Manual,2023,Premium|Sedan,Active
CAR-03030,Egypt,Africa,R5,EGA,7-Series Assy,26549.54,0.203,5389.56,31939.1,Electric,Automatic,2025,Luxury|Sedan|Electric-Vehicle,Active
CAR-03031,Egypt,Africa,R5,EGA,7-Series Assy,18460.11,0.2564,4733.17,23193.28,Diesel,Manual,2022,SUV|Electric-Vehicle,Pending_Launch
CAR-03032,France,Europe,R2,Renault,Clio,31314.3,0.161,5041.6,36355.9,Electric,Automatic,2024,SUV|Sports|Electric-Vehicle,Discontinued
CAR-03033,USA,North America,R3,Ford,Explorer,24040.6,0.1918,4610.99,28651.59,Diesel,Automatic,2025,Electric-Vehicle|Sedan,Active
CAR-03034,Mexico,North America,R3,Mastretta,MXT,23534.3,0.2509,5904.76,29439.06,Electric,Manual,2022,SUV|Electric-Vehicle,Pending_Launch
CAR-03035,Canada,North America,R3,Campagna,T-Rex,33201.63,0.1234,4097.08,37298.71,Electric,Manual,2025,SUV|Premium|Electric-Vehicle,Discontinued
CAR-03036,Canada,North America,R3,Campagna,T-Rex,27991.3,0.082,2295.29,30286.59,Diesel,Automatic,2026,Commercial|Electric-Vehicle,Active
CAR-03037,Argentina,South America,R4,Purasangre,Sprint,22152.29,0.2135,4729.51,26881.8,Petrol,Manual,2026,Sports|Electric-Vehicle,Active
CAR-03038,Germany,Europe,R2,BMW,5 Series,54645.93,0.192,10492.02,65137.95,Diesel,Manual,2023,Luxury|Economy,Active
CAR-03039,Australia,Oceania,R6,Holden,Commodore,37512.46,0.2151,8068.93,45581.39,Petrol,Manual,2026,Electric-Vehicle|Sedan,Discontinued
CAR-03040,Mexico,North America,R3,Mastretta,MXT,13337.9,0.1331,1775.27,15113.17,Electric,Automatic,2025,Sports|Electric-Vehicle,Discontinued
CAR-03041,Argentina,South America,R4,Purasangre,Sprint,25062.81,0.1923,4819.58,29882.39,Petrol,Manual,2023,Luxury|SUV,Pending_Launch
CAR-03042,Argentina,South America,R4,Purasangre,Sprint,18789.6,0.1311,2463.32,21252.92,Electric,Manual,2025,Luxury|Electric-Vehicle,Active
CAR-03043,Japan,Asia,R1,Nissan,Leaf,14791.64,0.2724,4029.24,18820.88,Electric,Manual,2022,Luxury|Commercial|Electric-Vehicle,Active
CAR-03044,Japan,Asia,R1,Nissan,Rogue,14282.28,0.217,3099.25,17381.53,Hybrid,Automatic,2023,SUV|Sports,Discontinued
CAR-03045,Japan,Asia,R1,Honda,CR-V,14153.37,0.1949,2758.49,16911.86,Electric,Manual,2022,Commercial|Sedan|Electric-Vehicle,Pending_Launch
CAR-03046,Italy,Europe,R2,Fiat,Panda,34857.23,0.1895,6605.45,41462.68,Petrol,Manual,2023,Luxury|Sports,Active
CAR-03047,New Zealand,Oceania,R6,Hulme,CanAm,22679.67,0.279,6327.63,29007.3,Diesel,Automatic,2024,Sports,Active
CAR-03048,Germany,Europe,R2,BMW,5 Series,70138.2,0.0803,5632.1,75770.3,Petrol,Manual,2024,Sports|Sedan,Active
CAR-03049,Germany,Europe,R2,BMW,3 Series,69080.97,0.1499,10355.24,79436.21,Electric,Automatic,2023,SUV|Electric-Vehicle,Discontinued
CAR-03050,Australia,Oceania,R6,Holden,Commodore,21135.03,0.2041,4313.66,25448.69,Petrol,Manual,2023,Commercial|Economy,Pending_Launch
CAR-03051,Japan,Asia,R1,Nissan,Altima,28315.29,0.1758,4977.83,33293.12,Electric,Manual,2026,Economy|Sedan|Electric-Vehicle,Active
CAR-03052,Germany,Europe,R2,BMW,3 Series,62079.94,0.1975,12260.79,74340.73,Electric,Automatic,2022,Commercial|Economy|Electric-Vehicle,Discontinued
CAR-03053,Canada,North America,R3,Campagna,T-Rex,37127.09,0.111,4121.11,41248.2,Electric,Manual,2023,Premium|Economy|Electric-Vehicle,Discontinued
CAR-03054,South Korea,Asia,R1,Hyundai,Santa Fe,23049.61,0.1503,3464.36,26513.97,Petrol,Manual,2024,Economy|Sedan,Discontinued
CAR-03055,Mexico,North America,R3,Mastretta,MXT,31833.71,0.1301,4141.57,35975.28,Electric,Automatic,2022,SUV|Sedan|Electric-Vehicle,Active
CAR-03056,Italy,Europe,R2,Ferrari,Roma,328329.43,0.2295,75351.6,403681.03,Diesel,Automatic,2024,Sports|Premium,Active
CAR-03057,South Africa,Africa,R5,Birkin,S3,23082.91,0.0805,1858.17,24941.08,Hybrid,Manual,2026,Luxury|Commercial,Active
CAR-03058,South Korea,Asia,R1,Kia,EV6,34607.01,0.1998,6914.48,41521.49,Diesel,Manual,2023,SUV|Commercial,Pending_Launch
CAR-03059,Italy,Europe,R2,Fiat,Tipo,34491.01,0.1345,4639.04,39130.05,Electric,Automatic,2024,Luxury|Commercial|Electric-Vehicle,Discontinued
CAR-03060,Australia,Oceania,R6,Holden,Colorado,27123.72,0.1177,3192.46,30316.18,Petrol,Manual,2024,SUV|Premium,Discontinued
CAR-03061,South Africa,Africa,R5,Birkin,S3,31219.6,0.1947,6078.46,37298.06,Diesel,Manual,2022,SUV|Commercial,Pending_Launch
CAR-03062,Mexico,North America,R3,Mastretta,MXT,32255.5,0.0997,3215.87,35471.37,Diesel,Manual,2023,SUV|Commercial,Pending_Launch
CAR-03063,Italy,Europe,R2,Ferrari,296 GTB,302790.59,0.0813,24616.87,327407.46,Hybrid,Automatic,2022,Sports|Economy,Pending_Launch
CAR-03064,India,Asia,R1,Maruti Suzuki,Brezza,15107.47,0.2342,3538.17,18645.64,Electric,Manual,2023,Sedan|Electric-Vehicle,Pending_Launch
CAR-03065,China,Asia,R1,Geely,Emgrand,33539.81,0.2293,7690.68,41230.49,Hybrid,Manual,2026,Premium|Economy,Pending_Launch
CAR-03066,France,Europe,R2,Peugeot,208,35931.07,0.2055,7383.83,43314.9,Hybrid,Manual,2024,Commercial|Sedan,Pending_Launch
CAR-03067,Argentina,South America,R4,Purasangre,Sprint,21843.37,0.1689,3689.35,25532.72,Petrol,Automatic,2023,Electric-Vehicle|Sedan,Pending_Launch
CAR-03068,Italy,Europe,R2,Fiat,Tipo,13798.92,0.0914,1261.22,15060.14,Electric,Automatic,2026,Luxury|Electric-Vehicle,Discontinued
CAR-03069,United Kingdom,Europe,R2,Jaguar,I-Pace,28911.96,0.1776,5134.76,34046.72,Diesel,Automatic,2026,SUV|Sedan,Pending_Launch
CAR-03070,USA,North America,R3,Tesla,Model 3,61213.89,0.2208,13516.03,74729.92,Electric,Automatic,2026,Luxury|Commercial|Electric-Vehicle,Discontinued
CAR-03071,United Kingdom,Europe,R2,Land Rover,Discovery,12557.81,0.1795,2254.13,14811.94,Hybrid,Automatic,2022,SUV|Premium,Active
CAR-03072,Australia,Oceania,R6,Holden,Colorado,15827.33,0.2684,4248.06,20075.39,Diesel,Automatic,2025,Sports|Premium,Active
CAR-03073,India,Asia,R1,Tata Motors,Altroz,32478.53,0.2438,7918.27,40396.8,Petrol,Manual,2022,Electric-Vehicle,Active
CAR-03074,India,Asia,R1,Maruti Suzuki,Baleno,23336.14,0.0806,1880.89,25217.03,Petrol,Automatic,2022,Premium|Commercial,Pending_Launch
CAR-03075,Egypt,Africa,R5,EGA,7-Series Assy,34681.29,0.2789,9672.61,44353.9,Hybrid,Automatic,2026,Sports|Electric-Vehicle,Discontinued
CAR-03076,Egypt,Africa,R5,EGA,7-Series Assy,34129.57,0.237,8088.71,42218.28,Petrol,Automatic,2025,Sports|Sedan,Pending_Launch
CAR-03077,New Zealand,Oceania,R6,Hulme,CanAm,14734.71,0.1472,2168.95,16903.66,Hybrid,Automatic,2023,Luxury|Sedan,Discontinued
CAR-03078,Mexico,North America,R3,Mastretta,MXT,30079.47,0.1926,5793.31,35872.78,Petrol,Manual,2023,SUV|Economy,Active
CAR-03079,Brazil,South America,R4,Troller,T4,34242.55,0.2259,7735.39,41977.94,Hybrid,Automatic,2023,Sports|Commercial,Pending_Launch
CAR-03080,Brazil,South America,R4,Troller,T4,24895.72,0.1012,2519.45,27415.17,Hybrid,Automatic,2025,Luxury|Sports,Discontinued
CAR-03081,United Kingdom,Europe,R2,Land Rover,Range Rover,15136.84,0.1061,1606.02,16742.86,Petrol,Automatic,2024,SUV|Sports,Discontinued
CAR-03082,Australia,Oceania,R6,Holden,Commodore,21719.21,0.277,6016.22,27735.43,Electric,Automatic,2026,Economy|Electric-Vehicle,Discontinued
CAR-03083,Australia,Oceania,R6,Holden,Commodore,21117.37,0.2346,4954.14,26071.51,Petrol,Manual,2025,Premium|Sedan,Discontinued
CAR-03084,China,Asia,R1,BYD,Seal,33056.25,0.1024,3384.96,36441.21,Petrol,Automatic,2024,Luxury|Electric-Vehicle,Active
CAR-03085,Italy,Europe,R2,Lamborghini,Urus,192577.5,0.0953,18352.64,210930.14,Hybrid,Manual,2023,Sports|Premium,Pending_Launch
CAR-03086,New Zealand,Oceania,R6,Hulme,CanAm,18035.71,0.1459,2631.41,20667.12,Electric,Manual,2026,Economy|Sedan|Electric-Vehicle,Active
CAR-03087,USA,North America,R3,Jeep,Wrangler,24481.42,0.1048,2565.65,27047.07,Diesel,Manual,2023,Commercial|Sedan,Pending_Launch
CAR-03088,Canada,North America,R3,Campagna,T-Rex,23753.5,0.1941,4610.55,28364.05,Diesel,Manual,2025,Economy,Discontinued
CAR-03089,New Zealand,Oceania,R6,Hulme,CanAm,35547.3,0.0816,2900.66,38447.96,Diesel,Automatic,2024,Sports|Commercial,Discontinued
CAR-03090,Japan,Asia,R1,Nissan,GT-R,37101.34,0.2185,8106.64,45207.98,Hybrid,Automatic,2024,Commercial|Electric-Vehicle,Discontinued
CAR-03091,United Kingdom,Europe,R2,Jaguar,XF,29402.25,0.1223,3595.9,32998.15,Electric,Manual,2022,SUV|Electric-Vehicle,Pending_Launch
CAR-03092,South Korea,Asia,R1,Kia,EV6,21144.68,0.2514,5315.77,26460.45,Diesel,Automatic,2022,Economy|Electric-Vehicle,Pending_Launch
CAR-03093,United Kingdom,Europe,R2,Land Rover,Range Rover,30247.57,0.1546,4676.27,34923.84,Electric,Automatic,2023,Economy|Electric-Vehicle,Active
CAR-03094,China,Asia,R1,Geely,Coolray,21816.75,0.2454,5353.83,27170.58,Hybrid,Manual,2022,Commercial|Electric-Vehicle,Discontinued
CAR-03095,Argentina,South America,R4,Purasangre,Sprint,32124.28,0.1958,6289.93,38414.21,Electric,Automatic,2022,Premium|Commercial|Electric-Vehicle,Pending_Launch
CAR-03096,India,Asia,R1,Mahindra,Scorpio-N,34310.79,0.2359,8093.92,42404.71,Hybrid,Automatic,2023,SUV|Electric-Vehicle,Pending_Launch
CAR-03097,China,Asia,R1,BYD,Atto 3,34120.82,0.2399,8185.58,42306.4,Hybrid,Manual,2026,Economy,Pending_Launch
CAR-03098,Italy,Europe,R2,Ferrari,SF90,344226.12,0.1442,49637.41,393863.53,Electric,Manual,2022,SUV|Premium|Electric-Vehicle,Discontinued
CAR-03099,United Kingdom,Europe,R2,Land Rover,Discovery,21605.21,0.0906,1957.43,23562.64,Petrol,Automatic,2023,SUV|Luxury,Pending_Launch
CAR-03100,Argentina,South America,R4,Purasangre,Sprint,33636.41,0.1469,4941.19,38577.6,Electric,Automatic,2022,Economy|Sedan|Electric-Vehicle,Active
CAR-03101,Italy,Europe,R2,Ferrari,Roma,200132.09,0.1579,31600.86,231732.95,Diesel,Manual,2025,Sports|Electric-Vehicle,Active
CAR-03102,South Korea,Asia,R1,Kia,Seltos,29326.61,0.1258,3689.29,33015.9,Hybrid,Automatic,2024,Luxury,Pending_Launch
CAR-03103,USA,North America,R3,Jeep,Compass,13289.27,0.2124,2822.64,16111.91,Hybrid,Manual,2026,Commercial|Economy,Pending_Launch
CAR-03104,South Korea,Asia,R1,Hyundai,Santa Fe,27030.34,0.2348,6346.72,33377.06,Petrol,Automatic,2022,Economy,Discontinued
CAR-03105,France,Europe,R2,Peugeot,208,16301.9,0.2066,3367.97,19669.87,Hybrid,Automatic,2026,Sedan,Active
CAR-03106,Mexico,North America,R3,Mastretta,MXT,29275.9,0.0972,2845.62,32121.52,Electric,Automatic,2025,Premium|Economy|Electric-Vehicle,Active
CAR-03107,Argentina,South America,R4,Purasangre,Sprint,15652.44,0.1481,2318.13,17970.57,Petrol,Automatic,2026,Luxury|Sports,Discontinued
CAR-03108,China,Asia,R1,Geely,Coolray,27928.23,0.2134,5959.88,33888.11,Hybrid,Manual,2024,Sports|Electric-Vehicle,Active
CAR-03109,France,Europe,R2,Peugeot,208,33175.44,0.2526,8380.12,41555.56,Petrol,Automatic,2024,Economy|Electric-Vehicle,Pending_Launch
CAR-03110,New Zealand,Oceania,R6,Hulme,CanAm,14864.12,0.0814,1209.94,16074.06,Petrol,Manual,2025,Luxury|Commercial,Pending_Launch
CAR-03111,United Kingdom,Europe,R2,Aston Martin,Vantage,206901.95,0.1137,23524.75,230426.7,Electric,Manual,2022,Premium|Electric-Vehicle,Active
CAR-03112,China,Asia,R1,Geely,Boyue,35140.77,0.1104,3879.54,39020.31,Electric,Automatic,2026,Luxury|Sedan|Electric-Vehicle,Pending_Launch
CAR-03113,Argentina,South America,R4,Purasangre,Sprint,28230.27,0.1888,5329.87,33560.14,Diesel,Automatic,2023,Commercial|Economy,Active
CAR-03114,Argentina,South America,R4,Purasangre,Sprint,36685.02,0.2703,9915.96,46600.98,Hybrid,Automatic,2022,Luxury|Sports,Pending_Launch
CAR-03115,Mexico,North America,R3,Mastretta,MXT,30702.4,0.1919,5891.79,36594.19,Petrol,Manual,2023,Premium,Discontinued
CAR-03116,United Kingdom,Europe,R2,Jaguar,F-Pace,22468.7,0.2556,5743.0,28211.7,Diesel,Manual,2022,SUV|Electric-Vehicle,Pending_Launch
CAR-03117,Germany,Europe,R2,BMW,X5,61699.48,0.2685,16566.31,78265.79,Hybrid,Manual,2022,Luxury|Sports,Active
CAR-03118,Germany,Europe,R2,Mercedes-Benz,E-Class,91551.16,0.2735,25039.24,116590.4,Electric,Manual,2025,Economy|Sedan|Electric-Vehicle,Active
CAR-03119,Australia,Oceania,R6,Holden,Commodore,20084.36,0.1069,2147.02,22231.38,Diesel,Automatic,2025,Luxury|Sports,Discontinued
CAR-03120,Australia,Oceania,R6,Holden,Commodore,37254.87,0.2202,8203.52,45458.39,Hybrid,Automatic,2024,Premium|Commercial,Discontinued
CAR-03121,France,Europe,R2,Renault,Captur,13345.73,0.1282,1710.92,15056.65,Diesel,Manual,2022,Luxury|SUV,Active
CAR-03122,Australia,Oceania,R6,Holden,Colorado,32755.25,0.2409,7890.74,40645.99,Diesel,Automatic,2022,SUV|Sedan,Discontinued
CAR-03123,South Africa,Africa,R5,Birkin,S3,24620.3,0.2488,6125.53,30745.83,Diesel,Automatic,2022,Sports|Economy,Pending_Launch
CAR-03124,France,Europe,R2,Peugeot,3008,28850.71,0.274,7905.09,36755.8,Diesel,Automatic,2025,Electric-Vehicle|Sedan,Active
CAR-03125,Japan,Asia,R1,Nissan,Rogue,28918.55,0.1264,3655.3,32573.85,Hybrid,Manual,2026,Premium|Electric-Vehicle,Discontinued
CAR-03126,Italy,Europe,R2,Fiat,500,30862.15,0.2163,6675.48,37537.63,Diesel,Manual,2025,SUV|Sports,Discontinued
CAR-03127,Japan,Asia,R1,Nissan,Altima,33192.49,0.2767,9184.36,42376.85,Petrol,Automatic,2026,Premium|Sedan,Pending_Launch
CAR-03128,Canada,North America,R3,Campagna,T-Rex,17143.31,0.1493,2559.5,19702.81,Hybrid,Automatic,2023,Sports|Sedan,Active
CAR-03129,India,Asia,R1,Mahindra,Thar,13896.94,0.2362,3282.46,17179.4,Electric,Automatic,2023,SUV|Sports|Electric-Vehicle,Active
CAR-03130,Brazil,South America,R4,Troller,T4,14621.36,0.2434,3558.84,18180.2,Diesel,Manual,2024,Sports|Electric-Vehicle,Discontinued
CAR-03131,China,Asia,R1,NIO,ET7,17412.4,0.2178,3792.42,21204.82,Petrol,Manual,2024,Premium|Sedan,Discontinued
CAR-03132,China,Asia,R1,NIO,ES8,37410.5,0.2413,9027.15,46437.65,Hybrid,Manual,2022,SUV|Sedan,Pending_Launch
CAR-03133,Mexico,North America,R3,Mastretta,MXT,13687.02,0.1275,1745.1,15432.12,Diesel,Manual,2025,Economy,Pending_Launch
CAR-03134,New Zealand,Oceania,R6,Hulme,CanAm,37819.22,0.1197,4526.96,42346.18,Diesel,Manual,2026,Sports|Electric-Vehicle,Active
CAR-03135,South Korea,Asia,R1,Kia,Sportage,35057.92,0.2546,8925.75,43983.67,Diesel,Automatic,2024,Luxury|SUV,Discontinued
CAR-03136,Germany,Europe,R2,Volkswagen,Golf,35482.11,0.1682,5968.09,41450.2,Electric,Automatic,2022,Commercial|Economy|Electric-Vehicle,Active
CAR-03137,South Korea,Asia,R1,Kia,Seltos,18203.74,0.2776,5053.36,23257.1,Petrol,Automatic,2024,Economy,Discontinued
CAR-03138,USA,North America,R3,Ford,Mustang,18106.79,0.2656,4809.16,22915.95,Petrol,Manual,2024,Economy|Sedan,Pending_Launch
